testuserid,screen_name,affiliation,accuracy,dem_score,rep_score
621515936,AaronGarthSmith,democrat,1.0,0.03486584212803185,0.0
469883605,ABwilhelm36,republican,0.9729460039867107,0.0059328837140243,0.2133649867783792
942625206,alhollowaybiz,democrat,0.7419971465206423,1.4076172705959198,0.48944834103950163
362542539,allisonn1018,republican,1.0,0.0,0.0033244436027186
613644343,Andr3wCart3r,republican,0.5800372527392494,0.07559215758230918,0.10440513521417491
870793391809757184,Anne_Baum12,democrat,0.8793456124733131,0.029016543217228897,0.003981339305451574
1634703169,AnniaMorris,democrat,0.958983865167884,0.2117555273091008,0.009056871105996532
607747843,ArturoPrieto15,republican,1.0,0.0,0.00103990966269125
349740576,Ashlyn_R_Smith,democrat,1.0,0.0968041467977936,0.0
62829259,Astro_Jeff,republican,0.6126948520578521,0.00332018269229013,0.00525234134962131
879153462,astro_ricky,republican,0.6145864538156227,0.008728442000900317,0.013918509792342396
3796400906,AT4MKathy,republican,1.0,0.0,0.00357043390611392
23369254,ATHollywood,republican,1.0,0.0,1.136938547651181
785286349448327168,AudreyLokker,democrat,1.0,0.001603035097264118,0.0
339203562,barbmushinski,republican,1.0,0.0,0.966593332698132
1122940486027751427,BasedLollaa,democrat,1.0,0.10120923771783993,0.0
370270867,bbertrand04,republican,0.5764725242360402,0.10782080476554827,0.14675725908039436
803987850412883968,beckys12341,republican,0.6246554244514869,0.06210605368662415,0.103358049786471
19299772,bedmondson,republican,0.8187348623059759,0.09288687597182108,0.4195496419018713
25537317,beverlyjernigan,republican,0.8407720527053973,1.5951516204270983,8.422886340432605
18940430,bgaige,republican,1.0,0.0,0.006333912360328709
369172909,BillyPugh2,republican,0.8996340108354186,0.021473460752767393,0.19247810721867906
151607698,bkozel80,democrat,0.8772183686218709,0.6060509252582603,0.08482713536691736
37308304,blakemasters,republican,0.7596629398891346,0.3306264128101993,1.045051614780236
40253280,blgriffin,republican,0.6676833656123249,0.0155251696256683,0.031192833685465667
3312868550,boesavage11,republican,0.9261542976108944,2.745710125564241,34.43600846784328
4902382238,boost4dayzzz,republican,0.9766008643827253,0.04242664770307679,1.7707449325220854
472993279,bradford_mck,republican,0.6360566237078004,0.05997024640854854,0.10480881076104853
872408528224440320,brandon_alv17,republican,1.0,0.0,0.103358049786471
747512447800467456,BrothertonDamon,republican,0.7496716038520264,0.007943410721797049,0.023788549551305792
958346436,BryanBaltazar5,republican,0.9085267738781048,0.1356050506803588,1.3468511436562713
808496533159243777,bspenxee,republican,0.6960433849621269,0.045135638997159805,0.103358049786471
36678239,bullyexpert1,republican,1.0,0.0,0.0123474517192328
42354100,B_Laumen,republican,1.0,0.0,0.011571000357057121
1059698372,camflex15,democrat,1.0,0.10826978761804276,0.0
75891443,catarinavit,republican,0.7337567864181833,2.9758525638278304,8.201343368392049
1064630910677585921,Chepis97,republican,1.0,0.0,0.103358049786471
748607385661370368,cheriholde0168,republican,0.99211320626753,0.0230535148454401,2.8999993286096304
3179571211,Chiefllc,republican,0.9537640906258192,0.002292202528414218,0.04728403722635609
388540948,ChrisMortonTxSt,democrat,0.6805029165276195,0.4734200825216957,0.22227139950368813
3250191140,christine_spiro,republican,1.0,0.0,0.03532892152193196
91136462,christy1_smith,republican,1.0,0.0,0.4407488685856791
77366635,Chris_Lopez14,republican,1.0,0.0,0.103358049786471
40390960,cnavas2007,republican,0.8852549155678908,0.2611387895612542,2.014677999050385
297593541,coachkirstenb,democrat,0.9437222886724194,0.0740661450377812,0.00441684294163136
3242021341,Collin_CMC,republican,0.5890500288274814,0.012296311399852697,0.017625363408321583
847831062843707394,ComplianceSerge,democrat,1.0,0.0059328837140243,0.0
59556991,CoogFan,republican,0.8718829461023848,0.06476538466491182,0.4407518957798061
31144451,csigns,republican,0.6636552230791883,0.8456653173311988,1.6686157875313288
447914276,CulbertEnergy,democrat,0.8509276963530575,0.02799732469559776,0.004904794738979225
4740244574,cuneocpa,republican,0.8734742819769664,0.04823839458724055,0.33301527732204594
752873636827062272,cwdavis_111,democrat,1.0,0.004328325363917742,0.0
912863988022734850,Cynthia28778086,democrat,1.0,0.0461070296908802,0.0
906568386,Daniel_Murdock,democrat,0.6398551935305032,0.00402489817579937,0.00226542847387796
237816634,danklimpel,republican,1.0,0.0,0.00280066071736897
1071747120712044544,DavidKeithKeen1,republican,0.9254382871688822,5.421775534892776,67.29350056362024
20633929,davidperona,democrat,1.0,0.08921041509223156,0.0
931015941844099074,davidrojashtx,republican,0.5805315743794754,0.07776188456585102,0.10762008894220729
2555383200,David_Nosnikliw,republican,0.955384663363615,0.0051056746827369,0.1093319843749131
424598179,deborahjkh,democrat,1.0,0.050960975350414016,0.0
1062369486010023938,DeeGeeDoll,democrat,1.0,0.0038739503803494,0.0
1508090251,DianeScardino,republican,0.9109523532384279,0.024900747023456443,0.25473322342978866
145314492,DKanches,republican,1.0,0.0,1.6741242660001079
1560858702,DLenz14,democrat,0.8933889150309398,0.10993062729468292,0.013118389147250222
1164970845787365379,DNieswiadomy,republican,0.9482137846659937,0.05620489966495932,1.0291205928904215
760626091379654656,DolphCamp,democrat,0.5779158936015147,0.06377667701812442,0.046579652898110384
515953058,drewsrp,republican,0.7035104981571229,0.3752483972895465,0.8903896605746651
2363338898,DrKels50,democrat,0.9415460289315993,0.02482906886019778,0.0015414622633544838
24214477,drossthaboss,democrat,1.0,0.028986398559464402,0.0
18367869,DrPhilWilliams,democrat,1.0,0.013413393596210625,0.0
23144157,dufme609,republican,0.6719983055500794,0.00198806031022838,0.0040730678603515995
1014173604777480192,dustylusemd,republican,1.0,0.0,0.012879826073321192
597629697,E1iteangel,republican,0.7009058473236303,0.04688896158349623,0.10988094235451795
321743888,EdwinM201,republican,0.7804328834419174,0.05841521318012561,0.2076319713702663
1008489393294905344,ehlinger_robert,republican,0.7703065103274896,0.04313179022590182,0.1446479778789659
432873209,EHuffHouProud,democrat,1.0,0.0230535148454401,0.0
85432374,ejkusnyer,democrat,1.0,0.06649560432721711,0.0
4158761472,ElizLaxMom,republican,1.0,0.0,1.3614475290167607
1014356046243123203,emilymnguyen,republican,1.0,0.0,0.206716099572942
265192172,ericallencanuck,republican,0.6289147508309552,0.00718547418450531,0.01217793139573651
847857686414753793,EricRobken,democrat,0.7647797250929614,0.0846857141619886,0.02604645012452511
1468661203,ErynnScollard,republican,0.9900173811101632,0.0033423991786456957,0.33147947627615937
4847406505,FairaleeCarrier,democrat,0.6171439080783823,0.5864777417209013,0.3638317955587146
1325693888,FosterMyron,republican,1.0,0.0,0.103358049786471
35767105,Fred15R,democrat,0.8864644600403693,0.7121094129406148,0.0912047017709728
369596428,Game2125,democrat,1.0,0.004519373835006488,0.0
120170644,GCBmommy,democrat,0.8395270566574458,0.031253117299612304,0.00597393458844208
168517023,genemiller66,democrat,0.9014145111745118,5.136186301135704,0.5617320676771428
1219816106942222336,GeorgeStr20,democrat,0.8698170428456001,0.384143087298682,0.05749356544148588
1573988042,greenjoshua13,democrat,0.5939576257784757,0.16326767159544014,0.111613337603578
373072273,hannah_alfred,republican,0.9406898316821005,0.01955006780146767,0.310074149359413
963975920401842176,HeatherSGolden,democrat,1.0,0.05393981231270812,0.0
194310511,hlg92,democrat,0.917160749097715,0.16942454722800465,0.015302663781277261
3234654200,HotzePaul,democrat,0.5593800800945922,0.034159510769182805,0.02690721646108676
117427082,HoustonPaige,republican,0.9464289453704571,0.0059328837140243,0.10481505199587826
3321900656,iissrraaeell09,democrat,1.0,0.06324191214265505,0.0
2743128298,jacksontmilton,democrat,0.7398045135244655,5.5810670417194155,1.962908345955545
1319108592,JasonLeeRealtor,republican,0.9673589058320117,0.15703991291534386,4.654070649345011
181249304,jbarton1976,democrat,0.5051011661359868,0.23779426699364298,0.2329911576624989
272034783,jcastaneda1974,democrat,0.8514043190022442,9.090918416860784,1.5866389010470916
561240252,JeremiasC77,democrat,0.5887224635148013,0.33692294389372673,0.235372092857926
35958387,JessicaGogan,republican,1.0,0.0,0.028204638226648544
1018362902632419328,jilloooh,republican,0.9905418543634843,0.0051056746827369,0.5347120526976813
49731295,JMHase2,republican,1.0,0.0,0.006196072220353173
64396159,jminiel,republican,1.0,0.0,0.04447329195554773
61032995,jnjosowski,democrat,0.6955968849915919,0.11156451413634078,0.048822222123539566
3283364286,JoelCSandel,democrat,1.0,0.00185715604609462,0.0
15430664,JohnHoffmann,republican,0.6956839266957179,0.27358832303767755,0.6254385343577902
33724311,JohnnyNewsroom,democrat,0.5161595192775914,0.01962149863600487,0.01839290951337268
152414953,JohnWeth,democrat,0.9849646449247137,0.14852948039625852,0.00226728288006339
506844735,Jok3s_on_m3,republican,0.7194391997443067,0.24455323557395242,0.6271053687324051
410996173,JonathanPascale,democrat,0.8713719901787829,0.7825907279673516,0.11552251963288898
2919951044,jonathanvtx,democrat,1.0,0.00350875682097158,0.0
736683706014965761,joniperry20,republican,1.0,0.0,0.310074149359413
2962442811,JoshuaaRdz_,republican,1.0,0.0,1.2416072318704976
522423382,jpcasellas,democrat,0.7462273749334734,0.4673495966922572,0.15893350734680553
78156492,jtmulv,republican,0.6302241945160798,0.3420459982564319,0.5829631375057126
315243524,juddar22,democrat,1.0,0.0155251696256683,0.0
916171544723972096,JulieCarnett,republican,1.0,0.0,0.10579844469118996
901916676228304896,julie_sherber,republican,1.0,0.0,0.103358049786471
24221174,KAPod,democrat,1.0,0.00350875682097158,0.0
696714897531473920,karlabramson,republican,0.9292505064947942,0.09146997289926978,1.2014010904467802
752045982,kaseyrbryant,republican,0.8307820669524668,0.09867085047433118,0.48442840323546693
375467155,KatelynKubosh,republican,1.0,0.0,0.011514767269365333
392908339,kbruchmiller,republican,1.0,0.0,0.006842703151860483
84327141,KeithGrothaus,republican,1.0,0.0,0.3315597260804496
2254433681,KelvinC57,republican,1.0,0.0,0.11495751240796516
2708982892,kible_dee,republican,0.8537126070011938,0.0031394497599003287,0.01832138630767488
31423951,kikijanel,republican,0.7266313152384998,0.6243968913029678,1.6596865685407276
26764582,kimberkimi,republican,0.5942494339655291,0.07057236373827547,0.103358049786471
15876548,Kimmiedeeday,democrat,0.5881788004934877,0.1476199229607444,0.103358049786471
1917309858,kimoggforda,democrat,0.5318822491008319,0.13587933830448776,0.11958949626218025
15534970,kingwoodbudo,republican,1.0,0.0,0.21326927173716997
709426141023436801,kirk_carver,republican,0.6188714773430659,0.28103378052759675,0.45633895287069626
241296659,kittycatcraig,republican,0.9185000379787334,0.07369388522805279,0.8305259867864032
407949069,knblackim,republican,0.9468181465574618,0.19734141553569537,3.513349407771511
134977073,kourtneyrenee,democrat,1.0,0.00842131558652751,0.0
162224128,KPRC2MaryAnn,republican,0.5898332970362691,3.003768777909844,4.31951893951234
135665900,KPRC2Taisha,democrat,0.5457208188643725,0.2789648719427,0.23222118198725067
31163586,kquest,democrat,0.7762411036794657,0.03111594073646558,0.008969466476541689
33805367,Krissy04g,democrat,0.7316546118364932,0.535233044451608,0.1963048093290765
3418391765,kristyperez09,democrat,0.7485570352210853,0.30770157113929336,0.103358049786471
291655623,KryptonKnight7,republican,0.5862419184795133,0.07821140434268473,0.11081548802705908
1120644960,kulyrizvi,democrat,1.0,0.0310503392513366,0.0
17699356,Kwhitmirew,republican,0.9063535060871939,0.006338044082254818,0.061342483158371486
822115207111643136,kyle_tweedie,republican,1.0,0.0,0.0118514789488295
18563202,lacymjohnson,democrat,0.5910293442976384,0.8931448501892232,0.6180235187021889
77528007,lalaquinnie,democrat,0.6246836944469155,0.3640881821833424,0.21874787616087288
746414927821185025,LAndersonBallet,democrat,1.0,0.00805688891386065,0.0
33749060,LaneReport,republican,0.8374541649546581,0.025200019147503375,0.12983329278247555
1166929266401075200,larottafortexas,republican,0.7932391024114969,0.0024236589132798658,0.00929837819116068
1921659918,lauren_james18,democrat,1.0,0.00163949811613734,0.0
32142297,lauren_scotton,democrat,1.0,0.0230535148454401,0.0
2523567102,lbonilla205,republican,1.0,0.0,0.01410580369353635
962316011843215371,leah_trilli,democrat,0.6565537589647138,0.003381144975973456,0.0017686922305106122
1166626098,leemicahthomas,republican,0.8511594309247249,0.018074018086148058,0.103358049786471
1097007728,lekendy1996,democrat,1.0,0.17342934997320036,0.0
18007284,LeonSlzr,democrat,1.0,0.0077479007606988,0.0
28482709,lesliewood___,democrat,0.640256112486386,0.25053340147864567,0.14076844881641545
757652466984902657,leslie_moorhead,republican,1.0,0.0,0.002315445468180288
28747831,lgauthier1,democrat,1.0,0.02961020444114316,0.0
47381486,LightTactics,republican,1.0,0.0,0.02719176720845383
17051286,LindseyBrown12,democrat,0.9933733661521295,0.4147468978949367,0.0027667098047291622
272004305,linesite,democrat,0.6240380969365381,2.2571613175493606,1.3598635542172484
2955584251,linzleigh713,democrat,0.9853236886735205,0.1152675742272005,0.0017169005725254734
1960786177,lisa_pea1,republican,1.0,0.0,0.310074149359413
1022833002613755906,LivingGodsTruth,democrat,0.838972805947684,0.23367371396463435,0.04484987143415819
898826011,MaloneSheri,republican,0.6898554846227433,0.14208857074684558,0.3160480839478551
602382264,marcy_pryor,republican,1.0,0.0,0.9538318168972091
525872906,marqdude,republican,0.6385102721592649,0.07483079390957728,0.13217590129185924
28158882,martinpepper,democrat,0.6309527944289421,2.0959140868495494,1.2259098362008318
63611260,mbartrip,democrat,0.9546652254445734,0.19272986475894793,0.009152281591566188
1140055622,McConnellK_20,republican,1.0,0.0,0.00984422630323984
45137123,megan_christoph,democrat,1.0,0.0038739503803494,0.0
49084828,melmelnhl,democrat,0.795825976651297,0.03606041502734547,0.009251520100836304
896068112180805636,MFMCFISD,democrat,0.9384747929901889,0.0465755088770049,0.0030534307864729
41179777,mfullerwigg,democrat,1.0,0.00384796323196839,0.0
1061228251,mgkboone,democrat,0.9873719884239806,0.05504677145895841,0.000704021660889707
550385261,mgree22,republican,1.0,0.0,0.413432199145884
23870512,mguerrero927,democrat,1.0,0.0070892385154106,0.0
54628830,miamundy,democrat,0.7047377806985194,2.1034642819596305,0.8812831511561681
240408029,mianellums,democrat,0.7863209341853097,0.1170748216848825,0.03181453963700729
88462031,MichaelSmithHTX,democrat,0.6431277624678186,0.06918199882651031,0.038389160224444364
21065067,michaelweller,republican,0.8502433400567422,0.13493330751290294,0.7660837662120895
161693236,michaelwmiles,republican,0.5534634370640761,0.29235685744023604,0.36236412558078474
258117597,Michael_Brose,republican,1.0,0.0,0.103358049786471
37067468,Miche_Meche,democrat,0.97525168343823,0.0922140593817604,0.0023400551588693727
1952562115,mickel0910,democrat,0.9446423316536687,7.434400839905389,0.43566869942057074
154369127,MiguelTaveras_,republican,0.5774073587714438,0.1512912871232965,0.206716099572942
30677880,mikematthys,democrat,0.8237798696755491,0.04495987088857299,0.009617659521681778
34477293,mikeyc,republican,0.7599837308512357,0.07105381894508232,0.22498369216647707
771173510680981505,MildlyBourgeois,democrat,0.9509302412301572,0.056470930251078105,0.0029140044188145
1092997767688060929,MillironTX,republican,0.7309197662121926,0.050678311732938096,0.13766072387568354
899801584653271042,miricamero,republican,0.8645339437440308,0.0163057547095856,0.10406207144736071
433425218,Missdred,democrat,0.5427775728247503,0.12370040654508963,0.10420216853980521
34324668,MissG32,democrat,0.5779529339359913,0.6014468372296866,0.4392033643943392
77212749,MissSocialJ,democrat,0.875697765651936,0.570244984820939,0.0809442806859854
297203008,mitmateja1,republican,0.9653804340409476,0.002430278102191195,0.06776927624998356
19199715,mmhefti,republican,0.8579056135678782,1.2504946883124592,7.549956333796124
433484970,MMilliken3,republican,0.7089056376757454,0.2540133897875085,0.6186018946835767
883082890006990849,mnevarezsolis,democrat,1.0,0.04403537713503475,0.0
31487002,momma_likes,democrat,1.0,0.00397612062045676,0.0
426786376,MontesLaw,democrat,0.9029674089549018,0.025018205890049577,0.0026884484608596672
18971014,morgangreenccna,republican,0.8675332490945411,0.015782109849309552,0.103358049786471
27473993,mouschi,republican,0.8152190705487117,0.04771704040386786,0.21051870148554058
2531484258,MP11O8,republican,1.0,0.0,0.11787602164970487
3262574191,mrjsclassatroe,republican,1.0,0.0,0.01344633512963526
47548599,MrMarcusKFord,democrat,0.9658242763983309,0.33548553734650755,0.011871166708987378
2402177180,mrroymoore,democrat,0.6972767094012146,0.026662485264129048,0.011575541196019635
248128441,MrsAdamsEE,republican,1.0,0.0,0.0008867346392139963
755997062064328704,mrs_luna7,republican,0.5265710201750421,0.00896448368731949,0.009970740114641158
260363973,MRusselltennis,democrat,1.0,0.03222605732545354,0.0
1340969306,mr_hansley,republican,0.5470405953879803,0.17116463051498088,0.206716099572942
4365825693,MSalazarNews,republican,0.5231658307046962,0.26222454134655265,0.28770362704390684
69940766,MsBarnhart2nd,democrat,1.0,0.00446448173093269,0.0
1523240533,mschansel,democrat,0.7033122402484705,1.4015492979599964,0.5912345862858521
763784326190211072,MsDRosales,republican,0.5360911586948254,0.37295787151114773,0.4309885901726977
1001993403276636160,MsEliRodriguez,republican,1.0,0.0,0.206716099572942
379403790,MsErikaAguirre,democrat,0.9662290839628632,1.1740050477474044,0.041032946071178564
21704829,MsJBSlick,democrat,0.9054964723428408,0.01396043506016194,0.00145700220940725
975172782,MsRichG,democrat,0.9678327292542216,0.11262745820291695,0.0037433306726605163
866464327670407168,MsRomero024,democrat,1.0,0.00972384534790976,0.0
829358210079477761,mswheatfall,democrat,1.0,0.0065820975749796996,0.0
32593101,ms_ira,republican,0.6919622880729647,1.3992347057163872,3.143178938908472
2951361943,Ms_NicoleMurray,democrat,0.7531962352287339,6.780279728503639,2.221729855950237
2931295970,mtoro91_torres,democrat,0.9366425025228589,0.07279956349019251,0.004924395538044976
865582946375401472,mulvs99,democrat,1.0,0.06283525609725317,0.0
27449640,mwmurrin,democrat,0.9381257992831807,0.056272775849146375,0.0037114777468470854
993883669721964544,MySimpleMOMents,democrat,1.0,0.1518999209418477,0.0
29252119,nalundgaard,republican,0.5189400202191452,0.0230535148454401,0.02486881462362537
615441482,NancyGonzalez00,democrat,1.0,0.025141665926581198,0.0
396569007,NancyTibbitts,democrat,1.0,0.0310503392513366,0.0
4729823472,Nancyy5__,democrat,1.0,0.008953637914705291,0.0
22641249,Nancy_Egg,republican,1.0,0.0,0.009449547922806171
417092791,Nathan_Weather,republican,1.0,0.0,0.006225416612340537
21362548,neinurria,democrat,1.0,0.27166165932338704,0.0
2933957352,nellenhawkins,democrat,1.0,0.0119652289577256,0.0
954076265262219264,nessaflo13,republican,0.504204540629306,0.00350875682097158,0.0035682680985893904
25957412,newbish,democrat,0.6355657824638158,0.8780553517773769,0.5034780409951748
1598740765,newmanj_2,democrat,1.0,0.0310503392513366,0.0
1653771,nexion,democrat,0.7236235377653077,1.881674098565438,0.71867539307274
783601452,Nickelbom,republican,0.5887771024521047,1.3335253670227738,1.9093032180937866
895045523673157635,NLPerez3,democrat,0.6925946551383851,0.03147145267375345,0.013968477363629293
61123045,noelfreeman,republican,0.7936759595890519,0.0015371284363538396,0.0059129410431515445
1279714369,NoelLigon,democrat,1.0,0.00282297155952072,0.0
44201848,nofreeshows,democrat,0.92757502035503,0.27964315033770826,0.021834513679887466
912118913151926273,noorcissist,democrat,0.9758906631546155,0.10700440503966012,0.0026435392226233415
17000362,norance,republican,0.5507882304098191,3.709389611657149,4.548162533606657
101562643,NorthlakeRG,republican,0.6981357935715077,1.3377421600101655,3.0938603007044305
744225665872891909,nthetrenches,republican,1.0,0.0,0.01639323006714582
246819760,nweakly,republican,0.6739378182479239,0.0230535148454401,0.04764930239501195
3185622246,OAusburne,democrat,1.0,0.0070892385154106,0.0
39831185,Obsydyon,republican,0.5414001179580279,0.3936882296517657,0.46476866287690377
359457730,Olivia_Boone,democrat,1.0,0.00494380985015766,0.0
418372218,OllieAlan,democrat,0.7660577280442102,0.5793699956291491,0.17693070393864233
849566823418798081,OperaChick830,democrat,0.9444762208584727,0.22881229186002405,0.01345139546928455
1863273247,OrganizedLib,democrat,1.0,0.05619042909131083,0.0
1491441836,oskelly456,democrat,0.7102424709215828,0.2654745579100263,0.10830562108371501
717715444132544512,outlaws_houston,democrat,1.0,0.018641213317327182,0.0
2881050374,outreachgoddess,democrat,0.9785381855145947,0.0664311164954701,0.00145700220940725
29620210,overhilldr,democrat,1.0,0.1106631733265231,0.0
465833766,owlblazek,republican,0.5863842936875338,1.4660194171047676,2.07838035962243
2332058708,palexan18,democrat,1.0,0.04078010153483101,0.0
2813690940,PalmerLizzette,democrat,0.85677533081512,0.9679624722620696,0.16181150400446015
882950070685102081,Pammzz_,democrat,0.8373508231310096,0.025340032937103,0.00492211315161992
1107438791759937536,ParkerBuss1,republican,0.9250736611560574,0.06324191214265505,0.7808125701452893
4737004693,PassionSsb,republican,0.5778998553021797,0.1666887154864777,0.22821452626864994
467707595,pasuizaca,democrat,0.9206498900173721,0.05818488028315538,0.005014910336552913
16610852,patjburns,republican,0.628698094601847,0.18312624685903298,0.310074149359413
22069624,PatriciaMoore,republican,1.0,0.0,0.1673807315785746
26409587,PattiSmithHCHSA,democrat,0.7939787008185596,0.0155251696256683,0.004028465263608307
18252400,paulmbeebe,democrat,1.0,0.041908537801476,0.0
337096906,Peter__Wood,democrat,1.0,0.01699793352501957,0.0
1115025896187080704,PinneyIvan,republican,1.0,0.0,0.31618098973629727
1150082534,pizzahpants,democrat,1.0,0.0461070296908802,0.0
2649864912,pjwilder99,democrat,1.0,0.0077479007606988,0.0
24978581,Praisehim4me,democrat,1.0,0.03315900697307952,0.0
718555733306920961,PrinceJaycoco,republican,0.8197015622417646,0.05382521189090057,0.24470877742228203
935127185098190849,ProfGriffith,democrat,1.0,0.20205473309664554,0.0
1902305198,ProfSeahorn,republican,0.5284527327319025,0.10393765608422484,0.11648066313621347
575775664,PtothePatt,democrat,0.7057350182705654,0.5959011443564379,0.2484683837657739
85736665,ptw_s,republican,0.6833928328561761,0.1028806649428715,0.22206670081318014
2633226588,qhlawoffice,democrat,1.0,0.025302291530338,0.0
215419985,quebishop,democrat,1.0,0.01218164215809936,0.0
22255042,quinrab,democrat,1.0,0.003972941613153673,0.0
369636651,QuintonMilner,democrat,1.0,0.0155251696256683,0.0
23977368,rabidferret23,republican,0.5006916393361728,0.2051890245284084,0.2057574780609152
31072694,rachelene,republican,1.0,0.0,0.0241940512831116
60180949,RachelSallie15,democrat,0.575271497565698,0.15573049478749537,0.11497732829513599
341006246,RameenChahar,republican,0.6524451619702065,0.11796708218510851,0.221452972658139
2216801370,RamirezAngela3,republican,0.7117927938377039,0.06631011601925002,0.16376780917290934
18243369,RamonW,democrat,0.96722411584883,0.052152058417604154,0.001767253108076556
214342848,RamosWorld,republican,1.0,0.0,0.01453886166455646
347924449,RamseyIV,republican,0.5837257654458785,0.07533638434053921,0.1056413896531679
2599871834,RandyCaber,republican,1.0,0.0,0.002878661983001213
3279788820,randyfrazier70,democrat,1.0,0.00345623475555335,0.0
1166393625011531777,RAPHoop713,republican,0.7954833580380327,0.33478959689906385,1.3021901309478392
116640192,rarahlanky,republican,0.6445962885793385,0.0074852262898597996,0.013575967077927418
520022347,rathsmarkt,republican,1.0,0.0,0.002951714762635722
2381177694,RaulforJudge,democrat,0.540627384542186,0.0155251696256683,0.01319178047632352
403652568,Ray_Shackelford,democrat,1.0,0.01897462391483784,0.0
124364280,RDO81593,democrat,1.0,0.17929524358546436,0.0
9341032,reader458,democrat,0.671646851570736,0.23868457970624357,0.11668756139446694
358210090,ReaganAHunter,democrat,0.9879545679969399,0.6077311854477705,0.007409636948480557
477863500,REALBRADLEYKERL,democrat,0.9103373436120732,0.09305381655771168,0.009165231370706805
805668410281574400,realJohnDouglas,democrat,0.6487613903836725,3.1069344244215427,1.6820904319807866
35923210,realsarahpepper,democrat,0.9693675630261605,0.0461070296908802,0.00145700220940725
913627271021305856,RebeccaHentges,democrat,1.0,0.009570156413669591,0.0
128037124,ReedJWalker,republican,0.6078540896154366,0.0017789103993266222,0.002757437812445136
314993309,ReginaldNigel,democrat,0.5107609709499774,0.00280597927610445,0.002687743689621645
1080587263132733442,RepSylviaGarcia,democrat,0.711815751219371,5.970254338907992,2.4171047897438953
154139794,RestoreHonor,republican,0.518005154962638,2.5131055268638396,2.7008621176843826
2989292335,RevCJacobs,democrat,0.9184200045964739,0.01699668594482712,0.0015097553998329985
1634668255,revjerryhtx,democrat,0.6301248725225409,0.04159989394120463,0.024418598194600585
2864396081,rezigler,republican,0.7390108016942748,0.8295192110734024,2.348846853340097
253658450,RE_Maxwell,republican,0.9458256676031396,0.027517996576372793,0.4804346695457763
3253022413,RicardoHtx,democrat,0.8028010483239667,0.5831750571755774,0.1432503235499343
306359466,richardcareyfrd,democrat,0.9286257844215512,0.588259985252098,0.04521368640405797
9949152,richardegil,democrat,0.9372519706849349,0.01127489395466661,0.0007548422393549647
785449,richardyoo,democrat,0.8535258967713016,0.0155251696256683,0.002664283892258406
1079537699965546496,RileyGreen_2020,democrat,1.0,0.00282297155952072,0.0
432935932,rivera10edgar,republican,0.9092539184552555,0.0206308443084052,0.206716099572942
102180684,RiverRat68,democrat,0.9420149054261178,0.0114374030632292,0.000704021660889707
64091540,rjgarment,republican,1.0,0.0,0.0123474517192328
718664347,rlhilliker,democrat,0.9273967043615364,0.0813206023822255,0.006366362645551294
757604288176676864,rmlopezf1,democrat,0.9796959322523117,0.05407953936271841,0.00112079125250632
2356892497,roberson_nadia,democrat,0.5568223743611864,0.12986232012161417,0.103358049786471
2951651471,RobertBenshTX,republican,0.832682657686563,0.590420305575941,2.9383251156243406
137226451,roberthford,democrat,0.6162925150083484,0.12096271475748924,0.07531212521172678
14394358,Robert_B,democrat,1.0,0.046008527349537275,0.0
831366549151809536,Robert_Werth_,democrat,1.0,0.16220622678621124,0.0
133009775,robinmjordan,democrat,1.0,0.07534199621711551,0.0
1008371691695869954,Rocio_Ortiz2,democrat,0.5466098582403024,0.12460908109405008,0.103358049786471
1206147722,RodolfoFlores96,democrat,1.0,0.0155251696256683,0.0
1060577290244014080,RolandGarza17,republican,1.0,0.0,0.11953927773728344
